TransactionNo,Date,ProductNo,ProductName,Price,Quantity,CustomerNo,Country,Year,Month,Day,DayOfWeek,WeekOfYear,DayName,Revenue,IsCancellation,IsBlackFridayPeriod,IsChristmasPeriod,Last_Purchase_Date,Days_Since_Last_Purchase,Purchase_Gap,Avg_Purchase_Frequency,Total_Spent_Before
C570066,2019-10-07,23032,Drawer Knob Crackle Glaze Ivory,11.94,-2,16523.0,United Kingdom,2019,10,7,0,41,Mon,-23.88,True,0,0,2019-10-13,-6.0,-6.0,-1.064406779661017,8486.34
C570099,2019-10-07,82583,Hot Baths Metal Sign,12.15,-1,13798.0,United Kingdom,2019,10,7,0,41,Mon,-12.15,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,38288.450000000004
C570099,2019-10-07,35924,Hanging Fairy Cake Decoration,11.98,-12,13798.0,United Kingdom,2019,10,7,0,41,Mon,-143.76,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,38276.3
C570099,2019-10-07,22064,Pink Doughnut Trinket Pot,11.74,-1,13798.0,United Kingdom,2019,10,7,0,41,Mon,-11.74,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,38132.54
C570099,2019-10-07,82583,Hot Baths Metal Sign,12.15,-4,13798.0,United Kingdom,2019,10,7,0,41,Mon,-48.6,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,38120.799999999996
C570099,2019-10-07,22377,Bottle Bag Retrospot,11.94,-1,13798.0,United Kingdom,2019,10,7,0,41,Mon,-11.94,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,38072.200000000004
C570099,2019-10-07,21936,Red Retrospot Picnic Bag,11.94,-5,13798.0,United Kingdom,2019,10,7,0,41,Mon,-59.699999999999996,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,38060.259999999995
C570099,2019-10-07,21932,Scandinavian Paisley Picnic Bag,11.94,-2,13798.0,United Kingdom,2019,10,7,0,41,Mon,-23.88,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,38000.56
C570099,2019-10-07,20723,Strawberry Charlotte Bag,10.99,-1,13798.0,United Kingdom,2019,10,7,0,41,Mon,-10.99,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,37976.68
C570099,2019-10-07,20724,Red Retrospot Charlotte Bag,10.99,-5,13798.0,United Kingdom,2019,10,7,0,41,Mon,-54.95,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,37965.689999999995
C570099,2019-10-07,21231,Sweetheart Ceramic Trinket Box,11.34,-3,13798.0,United Kingdom,2019,10,7,0,41,Mon,-34.019999999999996,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,37910.74
C570099,2019-10-07,37446,Mini Cake Stand With Hanging Cakes,11.53,-4,13798.0,United Kingdom,2019,10,7,0,41,Mon,-46.12,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,37876.72
C570099,2019-10-07,21232,Strawberry Ceramic Trinket Pot,11.34,-6,13798.0,United Kingdom,2019,10,7,0,41,Mon,-68.03999999999999,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,37830.6
C570099,2019-10-07,21231,Sweetheart Ceramic Trinket Box,11.34,-6,13798.0,United Kingdom,2019,10,7,0,41,Mon,-68.03999999999999,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,37762.56
C570099,2019-10-07,37450,Ceramic Cake Bowl + Hanging Cakes,12.86,-2,13798.0,United Kingdom,2019,10,7,0,41,Mon,-25.72,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,37694.520000000004
C570099,2019-10-07,20914,Set/5 Red Retrospot Lid Glass Bowls,12.86,-1,13798.0,United Kingdom,2019,10,7,0,41,Mon,-12.86,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,37668.8
C570099,2019-10-07,37449,Ceramic Cake Stand + Hanging Cakes,18.96,-1,13798.0,United Kingdom,2019,10,7,0,41,Mon,-18.96,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,37655.94
C570099,2019-10-07,85099B,Jumbo Bag Red Retrospot,5.97,-1,13798.0,United Kingdom,2019,10,7,0,41,Mon,-5.97,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,37636.98
C570099,2019-10-07,85099F,Jumbo Bag Strawberry,5.97,-2,13798.0,United Kingdom,2019,10,7,0,41,Mon,-11.94,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,37631.01
C570099,2019-10-07,85099C,Jumbo Bag Baroque Black White,5.97,-1,13798.0,United Kingdom,2019,10,7,0,41,Mon,-5.97,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,37619.07
C570099,2019-10-07,21928,Jumbo Bag Scandinavian Blue Paisley,5.97,-1,13798.0,United Kingdom,2019,10,7,0,41,Mon,-5.97,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,37613.1
C570099,2019-10-07,85099B,Jumbo Bag Red Retrospot,5.97,-4,13798.0,United Kingdom,2019,10,7,0,41,Mon,-23.88,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,37607.13
C570099,2019-10-07,20711,Jumbo Bag Toys,5.97,-2,13798.0,United Kingdom,2019,10,7,0,41,Mon,-11.94,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,37583.25
C570099,2019-10-07,20727,Lunch Bag Black Skull,5.97,-3,13798.0,United Kingdom,2019,10,7,0,41,Mon,-17.91,True,0,0,2019-10-07,0.0,0.0,-0.8489702517162472,37571.310000000005
C570122,2019-10-07,82482,Wooden Picture Frame White Finish,13.27,-2,15874.0,United Kingdom,2019,10,7,0,41,Mon,-26.54,True,0,0,2019-10-07,0.0,0.0,-1.625,17309.63
C570122,2019-10-07,84950,Assorted Colour T-Light Holder,10.92,-1,15874.0,United Kingdom,2019,10,7,0,41,Mon,-10.92,True,0,0,2019-10-07,0.0,0.0,-1.625,17283.089999999997
C570122,2019-10-07,84946,Antique Silver T-Light Glass,11.53,-1,15874.0,United Kingdom,2019,10,7,0,41,Mon,-11.53,True,0,0,2019-10-07,0.0,0.0,-1.625,17272.17
C570122,2019-10-07,21313,Glass Heart T-Light Holder,11.12,-1,15874.0,United Kingdom,2019,10,7,0,41,Mon,-11.12,True,0,0,2019-10-07,0.0,0.0,-1.625,17260.64
C570122,2019-10-07,21231,Sweetheart Ceramic Trinket Box,11.53,-1,15874.0,United Kingdom,2019,10,7,0,41,Mon,-11.53,True,0,0,2019-10-07,0.0,0.0,-1.625,17249.519999999997
C570122,2019-10-07,82494L,Wooden Frame Antique White,13.27,-1,15874.0,United Kingdom,2019,10,7,0,41,Mon,-13.27,True,0,0,2019-10-07,0.0,0.0,-1.625,17237.99
C570122,2019-10-07,21232,Strawberry Ceramic Trinket Pot,11.53,-3,15874.0,United Kingdom,2019,10,7,0,41,Mon,-34.589999999999996,True,0,0,2019-10-07,0.0,0.0,-1.625,17224.72
C570122,2019-10-07,22361,Glass Jar Daisy Fresh Cotton Wool,13.27,-1,15874.0,United Kingdom,2019,10,7,0,41,Mon,-13.27,True,0,0,2019-10-07,0.0,0.0,-1.625,17190.13
C570122,2019-10-07,22066,Love Heart Trinket Pot,10.65,-4,15874.0,United Kingdom,2019,10,7,0,41,Mon,-42.6,True,0,0,2019-10-07,0.0,0.0,-1.625,17176.859999999997
C570122,2019-10-07,82483,Wood 2 Drawer Cabinet White Finish,15.32,-2,15874.0,United Kingdom,2019,10,7,0,41,Mon,-30.64,True,0,0,2019-10-07,0.0,0.0,-1.625,17134.26
C570122,2019-10-07,82486,3 Drawer Antique White Wood Cabinet,18.4,-2,15874.0,United Kingdom,2019,10,7,0,41,Mon,-36.8,True,0,0,2019-10-07,0.0,0.0,-1.625,17103.62
C570122,2019-10-07,21422,Porcelain Rose Small,11.12,-2,15874.0,United Kingdom,2019,10,7,0,41,Mon,-22.24,True,0,0,2019-10-07,0.0,0.0,-1.625,17066.82
C570194,2019-10-07,23348,Childrens Toy Cooking Utensil Set,12.38,-1,16918.0,France,2019,10,7,0,41,Mon,-12.38,True,0,0,2019-10-07,0.0,0.0,-1.78125,5049.16
C570194,2019-10-07,22938,Cupcake Lace Paper Set 6,12.25,-12,16918.0,France,2019,10,7,0,41,Mon,-147.0,True,0,0,2019-10-07,0.0,0.0,-1.78125,5036.78
C570199,2019-10-07,84949,Silver Hanging T-Light Holder,11.94,-4,13090.0,United Kingdom,2019,10,7,0,41,Mon,-47.76,True,0,0,2019-10-17,-10.0,-10.0,-2.289308176100629,10694.300000000001
C570199,2019-10-07,22393,Paperweight Vintage Collage,12.86,-3,13090.0,United Kingdom,2019,10,7,0,41,Mon,-38.58,True,0,0,2019-10-07,0.0,0.0,-2.289308176100629,10646.539999999999
C570203,2019-10-07,23089,Glass Bon Bon Jar,11.94,-1,15311.0,United Kingdom,2019,10,7,0,41,Mon,-11.94,True,0,0,2019-10-07,0.0,0.0,-0.15224489795918367,70465.54000000001
C570203,2019-10-07,21530,Dairy Maid Toastrack,11.06,-1,15311.0,United Kingdom,2019,10,7,0,41,Mon,-11.06,True,0,0,2019-10-07,0.0,0.0,-0.15224489795918367,70453.59999999999
C570203,2019-10-07,71477,Coloured Glass Star T-Light Holder,13.62,-2,15311.0,United Kingdom,2019,10,7,0,41,Mon,-27.24,True,0,0,2019-10-07,0.0,0.0,-0.15224489795918367,70442.54000000001
C570203,2019-10-07,22778,Glass Cloche Small,13.72,-1,15311.0,United Kingdom,2019,10,7,0,41,Mon,-13.72,True,0,0,2019-10-07,0.0,0.0,-0.15224489795918367,70415.3
C570203,2019-10-07,40001,White Bamboo Ribs Lampshade,10.91,-3,15311.0,United Kingdom,2019,10,7,0,41,Mon,-32.730000000000004,True,0,0,2019-10-07,0.0,0.0,-0.15224489795918367,70401.58
C570203,2019-10-07,22411,Jumbo Shopper Vintage Red Paisley,12.08,-4,15311.0,United Kingdom,2019,10,7,0,41,Mon,-48.32,True,0,0,2019-10-07,0.0,0.0,-0.15224489795918367,70368.85
C570203,2019-10-07,22386,Jumbo Bag Pink Polkadot,6.04,-2,15311.0,United Kingdom,2019,10,7,0,41,Mon,-12.08,True,0,0,2019-10-07,0.0,0.0,-0.15224489795918367,70320.53
C570203,2019-10-07,85099C,Jumbo Bag Baroque Black White,6.04,-2,15311.0,United Kingdom,2019,10,7,0,41,Mon,-12.08,True,0,0,2019-10-07,0.0,0.0,-0.15224489795918367,70308.45
C570203,2019-10-07,85099B,Jumbo Bag Red Retrospot,6.04,-1,15311.0,United Kingdom,2019,10,7,0,41,Mon,-6.04,True,0,0,2019-10-07,0.0,0.0,-0.15224489795918367,70296.37
C570203,2019-10-07,21929,Jumbo Bag Pink Vintage Paisley,6.04,-1,15311.0,United Kingdom,2019,10,7,0,41,Mon,-6.04,True,0,0,2019-10-07,0.0,0.0,-0.15224489795918367,70290.32999999999
C570203,2019-10-07,20713,Jumbo Bag Owls,6.04,-2,15311.0,United Kingdom,2019,10,7,0,41,Mon,-12.08,True,0,0,2019-10-07,0.0,0.0,-0.15224489795918367,70284.29000000001
C569986,2019-10-06,22824,3 Tier Sweetheart Garden Shelf,47.1,-1,16245.0,United Kingdom,2019,10,6,6,40,Sun,-47.1,True,0,0,2019-11-16,-41.0,-41.0,-2.478723404255319,6645.280000000001
C569851,2019-10-06,22605,Wooden Croquet Garden Set,23.32,-1,17511.0,United Kingdom,2019,10,6,6,40,Sun,-23.32,True,0,0,2019-10-26,-20.0,-20.0,-0.34575955265610436,130031.61
C569972,2019-10-06,23111,Parisienne Sewing Box,23.06,-1,13317.0,United Kingdom,2019,10,6,6,40,Sun,-23.06,True,0,0,,,,-2.1940298507462686,0.0
C569975,2019-10-06,23111,Parisienne Sewing Box,23.06,-1,14333.0,United Kingdom,2019,10,6,6,40,Sun,-23.06,True,0,0,,,,-0.16666666666666666,0.0
C569975,2019-10-06,23071,Marie Antoinette Trinket Box Gold,23.06,-3,14333.0,United Kingdom,2019,10,6,6,40,Sun,-69.17999999999999,True,0,0,2019-10-06,0.0,0.0,-0.16666666666666666,-23.060000000000002
C569985,2019-10-06,22622,Box Of Vintage Alphabet Blocks,22.5,-2,15365.0,United Kingdom,2019,10,6,6,40,Sun,-45.0,True,0,0,2019-11-14,-39.0,-39.0,-1.9463087248322148,2271.35
C569733,2019-10-06,78033,Flag Of St George Chair,16.35,-2,12500.0,Germany,2019,10,6,6,40,Sun,-32.7,True,0,0,2019-10-06,0.0,0.0,-5.849056603773585,16790.91
C569743,2019-10-06,22389,Paperweight Save The Planet,12.4,-100,15769.0,United Kingdom,2019,10,6,6,40,Sun,-1240.0,True,0,0,2019-10-06,0.0,0.0,-2.493150684931507,45281.48
C569743,2019-10-06,22411,Jumbo Shopper Vintage Red Paisley,12.08,-130,15769.0,United Kingdom,2019,10,6,6,40,Sun,-1570.4,True,0,0,2019-10-06,0.0,0.0,-2.493150684931507,44041.48
C569743,2019-10-06,20713,Jumbo Bag Owls,6.19,-30,15769.0,United Kingdom,2019,10,6,6,40,Sun,-185.70000000000002,True,0,0,2019-10-06,0.0,0.0,-2.493150684931507,42471.079999999994
C569743,2019-10-06,23199,Jumbo Bag Apples,6.04,-120,15769.0,United Kingdom,2019,10,6,6,40,Sun,-724.8,True,0,0,2019-10-06,0.0,0.0,-2.493150684931507,42285.380000000005
C569743,2019-10-06,23200,Jumbo Bag Pears,6.04,-120,15769.0,United Kingdom,2019,10,6,6,40,Sun,-724.8,True,0,0,2019-10-06,0.0,0.0,-2.493150684931507,41560.58
C569743,2019-10-06,85099B,Jumbo Bag Red Retrospot,6.04,-140,15769.0,United Kingdom,2019,10,6,6,40,Sun,-845.6,True,0,0,2019-10-06,0.0,0.0,-2.493150684931507,40835.78
C569743,2019-10-06,85099F,Jumbo Bag Strawberry,6.04,-120,15769.0,United Kingdom,2019,10,6,6,40,Sun,-724.8,True,0,0,2019-10-06,0.0,0.0,-2.493150684931507,39990.18
C569743,2019-10-06,23202,Jumbo Bag Vintage Leaf,6.04,-110,15769.0,United Kingdom,2019,10,6,6,40,Sun,-664.4,True,0,0,2019-10-06,0.0,0.0,-2.493150684931507,39265.380000000005
C569743,2019-10-06,85099C,Jumbo Bag Baroque Black White,6.04,-130,15769.0,United Kingdom,2019,10,6,6,40,Sun,-785.2,True,0,0,2019-10-06,0.0,0.0,-2.493150684931507,38600.979999999996
C569743,2019-10-06,21928,Jumbo Bag Scandinavian Blue Paisley,6.04,-100,15769.0,United Kingdom,2019,10,6,6,40,Sun,-604.0,True,0,0,2019-10-06,0.0,0.0,-2.493150684931507,37815.78
C569743,2019-10-06,23201,Jumbo Bag Alphabet,6.04,-110,15769.0,United Kingdom,2019,10,6,6,40,Sun,-664.4,True,0,0,2019-10-06,0.0,0.0,-2.493150684931507,37211.78
C569743,2019-10-06,21929,Jumbo Bag Pink Vintage Paisley,6.04,-100,15769.0,United Kingdom,2019,10,6,6,40,Sun,-604.0,True,0,0,2019-10-06,0.0,0.0,-2.493150684931507,36547.38
C569743,2019-10-06,23343,Jumbo Bag Vintage Christmas,6.19,-40,15769.0,United Kingdom,2019,10,6,6,40,Sun,-247.60000000000002,True,0,0,2019-10-06,0.0,0.0,-2.493150684931507,35943.38
C569743,2019-10-06,23344,Jumbo Bag 50'S Christmas,6.19,-30,15769.0,United Kingdom,2019,10,6,6,40,Sun,-185.70000000000002,True,0,0,2019-10-06,0.0,0.0,-2.493150684931507,35695.78
C569743,2019-10-06,23203,Jumbo Bag Vintage Doily,6.04,-220,15769.0,United Kingdom,2019,10,6,6,40,Sun,-1328.8,True,0,0,2019-10-06,0.0,0.0,-2.493150684931507,35510.08
C569786,2019-10-06,22794,Sweetheart Wire Magazine Rack,18.4,-1,17813.0,United Kingdom,2019,10,6,6,40,Sun,-18.4,True,0,0,2019-10-06,0.0,0.0,-0.16101694915254236,7823.67
C569851,2019-10-06,21537,Red Retrospot Pudding Bowl,14.09,-1,17511.0,United Kingdom,2019,10,6,6,40,Sun,-14.09,True,0,0,2019-10-06,0.0,0.0,-0.34575955265610436,130008.29
C569851,2019-10-06,22197,Popcorn Holder,10.99,-1,17511.0,United Kingdom,2019,10,6,6,40,Sun,-10.99,True,0,0,2019-10-06,0.0,0.0,-0.34575955265610436,129994.20000000001
C569851,2019-10-06,22384,Lunch Bag Pink Polkadot,5.87,-1,17511.0,United Kingdom,2019,10,6,6,40,Sun,-5.87,True,0,0,2019-10-06,0.0,0.0,-0.34575955265610436,129983.20999999999
C569851,2019-10-06,20725,Lunch Bag Red Retrospot,5.87,-1,17511.0,United Kingdom,2019,10,6,6,40,Sun,-5.87,True,0,0,2019-10-06,0.0,0.0,-0.34575955265610436,129977.34
C569851,2019-10-06,23209,Lunch Bag Vintage Doily,5.87,-1,17511.0,United Kingdom,2019,10,6,6,40,Sun,-5.87,True,0,0,2019-10-06,0.0,0.0,-0.34575955265610436,129971.47
C569891,2019-10-06,84609,Tall Rococo Candle Holder,18.96,-2,13924.0,United Kingdom,2019,10,6,6,40,Sun,-37.92,True,0,0,2019-10-26,-20.0,-20.0,-0.5220588235294118,8318.62
C569891,2019-10-06,23263,Set Of 3 Wooden Heart Decorations,11.53,-1,13924.0,United Kingdom,2019,10,6,6,40,Sun,-11.53,True,0,0,2019-10-06,0.0,0.0,-0.5220588235294118,8280.7
C569891,2019-10-06,23165,Large Ceramic Top Storage Jar,11.94,-2,13924.0,United Kingdom,2019,10,6,6,40,Sun,-23.88,True,0,0,2019-10-06,0.0,0.0,-0.5220588235294118,8269.17
C569891,2019-10-06,22720,Set Of 3 Cake Tins Pantry Design,15.32,-2,13924.0,United Kingdom,2019,10,6,6,40,Sun,-30.64,True,0,0,2019-10-06,0.0,0.0,-0.5220588235294118,8245.289999999999
C569891,2019-10-06,22588,Card Holder Gingham Heart,13.21,-1,13924.0,United Kingdom,2019,10,6,6,40,Sun,-13.21,True,0,0,2019-10-06,0.0,0.0,-0.5220588235294118,8214.65
C569891,2019-10-06,22294,Heart Filigree Dove Small,11.53,-8,13924.0,United Kingdom,2019,10,6,6,40,Sun,-92.24,True,0,0,2019-10-06,0.0,0.0,-0.5220588235294118,8201.44
C569891,2019-10-06,21722,Sweet Pudding Sticker Sheet,11.12,-1,13924.0,United Kingdom,2019,10,6,6,40,Sun,-11.12,True,0,0,2019-10-06,0.0,0.0,-0.5220588235294118,8109.2
C569902,2019-10-06,23092,Large Antique White Photo Frame,18.35,-1,13647.0,United Kingdom,2019,10,6,6,40,Sun,-18.35,True,0,0,2019-11-30,-55.0,-55.0,-2.8846153846153846,1411.32
C569908,2019-10-06,23322,Large White Heart Of Wicker,13.27,-2,16782.0,United Kingdom,2019,10,6,6,40,Sun,-26.54,True,0,0,2019-11-04,-29.0,-29.0,-1.8941798941798942,1337.29
C569909,2019-10-06,22891,Tea For One Polkadot,14.61,-1,17611.0,United Kingdom,2019,10,6,6,40,Sun,-14.61,True,0,0,2019-10-28,-22.0,-22.0,-0.6258741258741258,5496.53
C569909,2019-10-06,22169,Family Album White Picture Frame,18.96,-1,17611.0,United Kingdom,2019,10,6,6,40,Sun,-18.96,True,0,0,2019-10-06,0.0,0.0,-0.6258741258741258,5481.92
C569911,2019-10-06,23236,Storage Tin Vintage Doily,13.21,-1,16653.0,United Kingdom,2019,10,6,6,40,Sun,-13.21,True,0,0,2019-11-23,-48.0,-48.0,-0.7333333333333333,147.12
C569911,2019-10-06,23245,Set Of 3 Regency Cake Tins,15.32,-2,16653.0,United Kingdom,2019,10,6,6,40,Sun,-30.64,True,0,0,2019-10-06,0.0,0.0,-0.7333333333333333,133.91000000000003
C569911,2019-10-06,22720,Set Of 3 Cake Tins Pantry Design,15.32,-3,16653.0,United Kingdom,2019,10,6,6,40,Sun,-45.96,True,0,0,2019-10-06,0.0,0.0,-0.7333333333333333,103.27000000000001
C569911,2019-10-06,23079,Toadstool Bedside Light,19.42,-1,16653.0,United Kingdom,2019,10,6,6,40,Sun,-19.42,True,0,0,2019-10-06,0.0,0.0,-0.7333333333333333,57.31
C569911,2019-10-06,22699,Roses Regency Teacup And Saucer,13.27,-1,16653.0,United Kingdom,2019,10,6,6,40,Sun,-13.27,True,0,0,2019-10-06,0.0,0.0,-0.7333333333333333,37.89
C569911,2019-10-06,21534,Dairy Maid Large Milk Jug,15.32,-1,16653.0,United Kingdom,2019,10,6,6,40,Sun,-15.32,True,0,0,2019-10-06,0.0,0.0,-0.7333333333333333,24.62
C569911,2019-10-06,84946,Antique Silver T-Light Glass,11.53,-1,16653.0,United Kingdom,2019,10,6,6,40,Sun,-11.53,True,0,0,2019-10-06,0.0,0.0,-0.7333333333333333,9.3
C569913,2019-10-06,22784,Lantern Cream Gazebo,15.32,-1,14217.0,United Kingdom,2019,10,6,6,40,Sun,-15.32,True,0,0,2019-10-07,-1.0,-1.0,-3.443396226415094,2140.5
C569916,2019-10-06,22646,Ceramic Strawberry Cake Money Bank,11.53,-8,13777.0,United Kingdom,2019,10,6,6,40,Sun,-92.24,True,0,0,2019-10-13,-7.0,-7.0,-0.41629464285714285,77851.68000000001
C569922,2019-10-06,22728,Alarm Clock Bakelike Pink,14.09,-1,16842.0,United Kingdom,2019,10,6,6,40,Sun,-14.09,True,0,0,,,,-3.7777777777777777,0.0
C569938,2019-10-06,22726,Alarm Clock Bakelike Green,14.09,-1,14211.0,United Kingdom,2019,10,6,6,40,Sun,-14.09,True,0,0,2019-10-13,-7.0,-7.0,-2.0683760683760686,6122.04
C569939,2019-10-06,22784,Lantern Cream Gazebo,15.32,-1,14883.0,United Kingdom,2019,10,6,6,40,Sun,-15.32,True,0,0,2019-10-31,-25.0,-25.0,-2.6946564885496183,2161.82
C569940,2019-10-06,23084,Rabbit Night Light,12.08,-4,15611.0,United Kingdom,2019,10,6,6,40,Sun,-48.32,True,0,0,2019-10-28,-22.0,-22.0,-7.738095238095238,2191.84
C569941,2019-10-06,23412,Heart Mirror Antique White,17.94,-2,16909.0,United Kingdom,2019,10,6,6,40,Sun,-35.88,True,0,0,2019-12-01,-56.0,-56.0,-2.0,183.75
C569942,2019-10-06,22842,Biscuit Tin Vintage Red,17.17,-2,14907.0,United Kingdom,2019,10,6,6,40,Sun,-34.34,True,0,0,2019-11-11,-36.0,-36.0,-2.1666666666666665,3254.42
C569944,2019-10-06,23425,Storage Tin Home Sweet Home,12.8,-2,17405.0,United Kingdom,2019,10,6,6,40,Sun,-25.6,True,0,0,2019-12-08,-63.0,-63.0,-1.6021505376344085,1009.7600000000001
C569944,2019-10-06,22720,Set Of 3 Cake Tins Pantry Design,15.32,-1,17405.0,United Kingdom,2019,10,6,6,40,Sun,-15.32,True,0,0,2019-10-06,0.0,0.0,-1.6021505376344085,984.1600000000001
C569944,2019-10-06,22364,Glass Jar Digestive Biscuits,13.27,-1,17405.0,United Kingdom,2019,10,6,6,40,Sun,-13.27,True,0,0,2019-10-06,0.0,0.0,-1.6021505376344085,968.84
C569944,2019-10-06,22362,Glass Jar Peacock Bath Salts,13.27,-3,17405.0,United Kingdom,2019,10,6,6,40,Sun,-39.81,True,0,0,2019-10-06,0.0,0.0,-1.6021505376344085,955.5699999999999
C569944,2019-10-06,22357,Kings Choice Biscuit Tin,14.61,-2,17405.0,United Kingdom,2019,10,6,6,40,Sun,-29.22,True,0,0,2019-10-06,0.0,0.0,-1.6021505376344085,915.7600000000001
C569945,2019-10-06,22720,Set Of 3 Cake Tins Pantry Design,15.32,-2,14141.0,United Kingdom,2019,10,6,6,40,Sun,-30.64,True,0,0,2019-10-11,-5.0,-5.0,-2.2888888888888888,1346.0600000000002
C569945,2019-10-06,21875,Kings Choice Mug,11.53,-1,14141.0,United Kingdom,2019,10,6,6,40,Sun,-11.53,True,0,0,2019-10-06,0.0,0.0,-2.2888888888888888,1315.42
C569946,2019-10-06,22487,White Wood Garden Plant Ladder,18.96,-4,16462.0,United Kingdom,2019,10,6,6,40,Sun,-75.84,True,0,0,2019-10-10,-4.0,-4.0,-44.6,37.92
C569949,2019-10-06,23243,Set Of Tea Coffee Sugar Tins Pantry,15.32,-2,12584.0,Italy,2019,10,6,6,40,Sun,-30.64,True,0,0,2019-10-13,-7.0,-7.0,-2.2338709677419355,2178.7799999999997
C569949,2019-10-06,22960,Jam Making Set With Jars,14.61,-1,12584.0,Italy,2019,10,6,6,40,Sun,-14.61,True,0,0,2019-10-06,0.0,0.0,-2.2338709677419355,2148.1400000000003
C569949,2019-10-06,22845,Vintage Cream Cat Food Container,16.76,-1,12584.0,Italy,2019,10,6,6,40,Sun,-16.76,True,0,0,2019-10-06,0.0,0.0,-2.2338709677419355,2133.53
C569949,2019-10-06,22844,Vintage Cream Dog Food Container,18.96,-2,12584.0,Italy,2019,10,6,6,40,Sun,-37.92,True,0,0,2019-10-06,0.0,0.0,-2.2338709677419355,2116.77
C569949,2019-10-06,22804,Pink Hanging Heart T-Light Holder,13.27,-2,12584.0,Italy,2019,10,6,6,40,Sun,-26.54,True,0,0,2019-10-06,0.0,0.0,-2.2338709677419355,2078.85
C569949,2019-10-06,22720,Set Of 3 Cake Tins Pantry Design,15.32,-1,12584.0,Italy,2019,10,6,6,40,Sun,-15.32,True,0,0,2019-10-06,0.0,0.0,-2.2338709677419355,2052.31
C569950,2019-10-06,22470,Heart Of Wicker Large,13.27,-1,13499.0,United Kingdom,2019,10,6,6,40,Sun,-13.27,True,0,0,2019-11-10,-35.0,-35.0,-1.2173913043478262,8316.560000000001
C569951,2019-10-06,23002,Travel Card Wallet Skulls,10.68,-18,16394.0,United Kingdom,2019,10,6,6,40,Sun,-192.24,True,0,0,2019-10-14,-8.0,-8.0,-2.414141414141414,5899.4
C569951,2019-10-06,23000,Travel Card Wallet Transport,10.68,-2,16394.0,United Kingdom,2019,10,6,6,40,Sun,-21.36,True,0,0,2019-10-06,0.0,0.0,-2.414141414141414,5707.16
C569952,2019-10-06,23203,Jumbo Bag Vintage Doily,6.19,-2,16160.0,United Kingdom,2019,10,6,6,40,Sun,-12.38,True,0,0,,,,-1.0,0.0
C569953,2019-10-06,21925,Union Stripe Cushion Cover,11.53,-2,15841.0,United Kingdom,2019,10,6,6,40,Sun,-23.06,True,0,0,,,,-5.591836734693878,0.0
C569953,2019-10-06,21926,Red/Cream Stripe Cushion Cover,11.53,-2,15841.0,United Kingdom,2019,10,6,6,40,Sun,-23.06,True,0,0,2019-10-06,0.0,0.0,-5.591836734693878,-23.06
C569954,2019-10-06,47594A,Carousel Design Washbag,12.25,-1,14792.0,United Kingdom,2019,10,6,6,40,Sun,-12.25,True,0,0,2019-10-07,-1.0,-1.0,-0.3333333333333333,26.86
C569954,2019-10-06,22371,Airline Bag Vintage Tokyo 78,14.61,-1,14792.0,United Kingdom,2019,10,6,6,40,Sun,-14.61,True,0,0,2019-10-06,0.0,0.0,-0.3333333333333333,14.61
C569955,2019-10-06,23110,Parisienne Key Cabinet,16.14,-2,17644.0,United Kingdom,2019,10,6,6,40,Sun,-32.28,True,0,0,2019-11-03,-28.0,-28.0,-0.9171428571428571,3285.82
C569955,2019-10-06,23322,Large White Heart Of Wicker,13.27,-2,17644.0,United Kingdom,2019,10,6,6,40,Sun,-26.54,True,0,0,2019-10-06,0.0,0.0,-0.9171428571428571,3253.54
C569956,2019-10-06,82482,Wooden Picture Frame White Finish,13.27,-6,14944.0,United Kingdom,2019,10,6,6,40,Sun,-79.62,True,0,0,2019-11-10,-35.0,-35.0,-1.8888888888888888,4589.06
C569957,2019-10-06,22666,Recipe Box Pantry Yellow Design,13.27,-3,15745.0,United Kingdom,2019,10,6,6,40,Sun,-39.81,True,0,0,2019-11-06,-31.0,-31.0,-3.5625,2099.71
C569958,2019-10-06,23292,Spaceboy Childrens Cup,11.53,-8,13266.0,United Kingdom,2019,10,6,6,40,Sun,-92.24,True,0,0,2019-10-27,-21.0,-21.0,-1.7313432835820894,8976.539999999999
